pt_root_id,strategy,cell_type,Exc/Inh,num_synapses
864691136953631711,axon_partially_extended,L6short-b,Exc,77
864691135293436854,axon_partially_extended,L4c,Exc,411
864691136009939884,axon_partially_extended,L4c,Exc,467
864691136119957272,axon_partially_extended,L4c,Exc,333
864691135725922731,axon_partially_extended,L4c,Exc,253
864691135566175255,axon_partially_extended,L4c,Exc,316
864691135430943024,axon_partially_extended,L6short-b,Exc,203
864691135430286384,axon_partially_extended,L4c,Exc,282
864691136674510215,axon_partially_extended,L4c,Exc,228
864691135473540914,axon_partially_extended,L4c,Exc,528
864691135583223405,axon_partially_extended,L4c,Exc,598
864691137021245294,axon_partially_extended,L4c,Exc,601
864691136195607510,axon_partially_extended,L4c,Exc,371
864691135927935444,axon_partially_extended,L4c,Exc,320
864691135927970516,axon_partially_extended,L4c,Exc,279
864691135955262472,axon_partially_extended,L4c,Exc,519
864691134919019786,axon_partially_extended,L4c,Exc,373
864691136110303416,axon_partially_extended,L4c,Exc,333
864691135569636588,axon_partially_extended,L4c,Exc,103
864691135517665235,axon_partially_extended,L4c,Exc,348
864691135583277677,axon_partially_extended,L4c,Exc,525
864691135562147041,axon_partially_extended,L4c,Exc,407
864691135430270512,axon_fully_extended,L2a,Exc,880
864691135777381805,axon_fully_extended,L6short-a,Exc,620
864691136144674612,axon_fully_extended,L3b,Exc,1308
864691136663371742,axon_partially_extended,L5ET,Exc,173
864691135308295238,axon_fully_extended,L6short-a,Exc,446
864691135725779883,axon_fully_extended,PTC,Inh,6388
864691135341516741,axon_partially_extended,L6tall-a,Exc,3147
864691136335184819,axon_partially_extended,L4a,Exc,288
864691135868946966,axon_partially_extended,L6tall-c,Exc,21
864691135720245297,axon_partially_extended,L6tall-c,Exc,27
864691136275729677,axon_partially_extended,L6tall-b,Exc,61
864691134990435194,axon_partially_extended,L6short-a,Exc,469
864691135465643333,axon_partially_extended,L6tall-b,Exc,36
864691136136838027,axon_partially_extended,L6tall-a,Exc,320
864691135646353391,axon_partially_extended,L6tall-c,Exc,166
864691135868951574,axon_partially_extended,Unknown,Unknown,130
864691135209715577,axon_partially_extended,L6tall-c,Exc,49
864691135867532933,axon_partially_extended,L6short-a,Exc,661
864691136675220103,axon_partially_extended,L6tall-c,Exc,132
864691136489262866,axon_partially_extended,L6tall-b,Exc,558
864691136523628945,axon_partially_extended,L6tall-c,Exc,172
864691135773724747,axon_partially_extended,L6tall-c,Exc,190
864691135867561349,axon_partially_extended,L6tall-c,Exc,66
864691136033794747,axon_partially_extended,L6tall-c,Exc,58
864691135083619831,axon_partially_extended,L6short-b,Exc,493
864691135943149428,axon_partially_extended,L5ET,Exc,26
864691135787201220,axon_partially_extended,L6short-b,Exc,553
864691135465585221,axon_partially_extended,L6short-b,Exc,166
864691135989136899,axon_partially_extended,L6tall-c,Exc,102
864691135726340523,axon_partially_extended,L6short-a,Exc,625
864691136145208372,axon_partially_extended,L6short-b,Exc,587
864691135417827770,axon_partially_extended,L6tall-c,Exc,118
864691136125985318,axon_partially_extended,L6tall-c,Exc,17
864691136742708828,axon_partially_extended,L6tall-c,Exc,63
864691136177029382,axon_partially_extended,L6short-a,Exc,544
864691136040977662,axon_fully_extended,L5a,Exc,735
864691136086206316,axon_fully_extended,L5a,Exc,526
864691135476718144,axon_partially_extended,PTC,Inh,5500
864691135503798965,axon_partially_extended,L5ET,Exc,4173
864691135196040746,axon_fully_extended,L5ET,Exc,453
864691136452920319,axon_partially_extended,PTC,Inh,2563
864691136274635966,axon_partially_extended,DTC,Inh,3330
864691135685980087,axon_partially_extended,DTC,Inh,185
864691135659358850,axon_partially_extended,L2a,Exc,138
864691135388427905,axon_partially_extended,PTC,Inh,3905
864691135356708303,axon_partially_extended,L5ET,Exc,827
864691135105879117,axon_fully_extended,L5ET,Exc,335
864691136674080135,axon_fully_extended,L2c,Exc,491
864691135293096118,axon_fully_extended,L4c,Exc,618
864691135838411155,axon_fully_extended,DTC,Inh,7767
864691136021592568,axon_partially_extended,PTC,Inh,7040
864691136595955362,axon_partially_extended,DTC,Inh,8696
864691136420378007,axon_partially_extended,L5ET,Exc,87
864691134989909114,axon_partially_extended,DTC,Inh,2358
864691135561597409,axon_partially_extended,L3a,Exc,296
864691135778700477,axon_fully_extended,L2a,Exc,2483
864691135155894884,axon_fully_extended,L2c,Exc,965
864691135346685855,axon_partially_extended,L4b,Exc,590
864691135890856073,axon_partially_extended,L4c,Exc,1201
864691136040834558,axon_partially_extended,L4a,Exc,369
864691137199050049,axon_partially_extended,L4b,Exc,530
864691135368813817,axon_partially_extended,L4b,Exc,501
864691135570791558,axon_partially_extended,L3b,Exc,922
864691136086088556,axon_partially_extended,L3b,Exc,574
864691136905203378,axon_partially_extended,L4b,Exc,467
864691136363473634,axon_partially_extended,L4b,Exc,870
864691136107486169,axon_partially_extended,L3b,Exc,949
864691136092725684,axon_partially_extended,L3b,Exc,1067
864691135342848433,axon_partially_extended,L4b,Exc,586
864691136311529306,axon_partially_extended,L4b,Exc,543
864691135101595680,axon_partially_extended,L4c,Exc,1296
864691135134114976,axon_partially_extended,L4b,Exc,937
864691136196338764,axon_partially_extended,L4b,Exc,632
864691136991606421,axon_partially_extended,L3b,Exc,1256
864691134886569210,axon_partially_extended,L4b,Exc,427
864691136125433894,axon_partially_extended,L3b,Exc,1426
864691135346805663,axon_partially_extended,L4b,Exc,821
864691135066958404,axon_partially_extended,L4b,Exc,708
864691135374981320,axon_partially_extended,L4b,Exc,881
864691135336113129,axon_partially_extended,L4a,Exc,899
864691135510593289,axon_partially_extended,L4b,Exc,663
864691135742102635,axon_partially_extended,L3b,Exc,647
864691136101516661,axon_partially_extended,L4b,Exc,686
864691135699022869,axon_partially_extended,L4b,Exc,440
864691136523335057,axon_partially_extended,L4a,Exc,590
864691135067066948,axon_partially_extended,L4a,Exc,622
864691135942924148,axon_partially_extended,L4a,Exc,994
864691135939268661,axon_partially_extended,L3b,Exc,1477
864691136125457446,axon_partially_extended,L4a,Exc,715
864691135503163202,axon_partially_extended,L4a,Exc,1050
864691135839248787,axon_partially_extended,L4b,Exc,425
864691135742189163,axon_partially_extended,L4b,Exc,619
864691135293605558,axon_partially_extended,L4b,Exc,1168
864691135014696182,axon_partially_extended,L6short-a,Exc,1179
864691134966069023,axon_partially_extended,L4b,Exc,600
864691136975332380,axon_partially_extended,L4b,Exc,1115
864691137199038273,axon_partially_extended,L4b,Exc,388
864691135591041291,axon_fully_extended,L2a,Exc,1044
864691136052828915,axon_fully_extended,L3b,Exc,776
864691136209328060,axon_fully_extended,L3b,Exc,1529
864691135726140843,axon_fully_extended,L3b,Exc,1526
864691135617152361,axon_fully_extended,L5a,Exc,1140
864691135479830982,axon_fully_extended,L4a,Exc,1962
864691135430356784,axon_fully_extended,L5a,Exc,751
864691136210743740,axon_fully_extended,L5a,Exc,630
864691136674495623,axon_fully_extended,L5a,Exc,489
864691135572346349,axon_fully_extended,L4c,Exc,394
864691135849300318,axon_fully_extended,L5b,Exc,1111
864691134886663674,axon_fully_extended,L5b,Exc,1109
864691135346975135,axon_fully_extended,L5b,Exc,952
864691136107603673,axon_fully_extended,L5b,Exc,777
864691135778288573,axon_fully_extended,L6short-a,Exc,1141
864691137055840886,axon_partially_extended,L6tall-b,Exc,509
864691135562001633,axon_fully_extended,PTC,Inh,9146
864691136620192653,axon_fully_extended,L5b,Exc,3827
864691135375430985,axon_fully_extended,DTC,Inh,10037
864691136991390869,axon_interareal,L5b,Exc,698
864691135954021923,axon_fully_extended,L5a,Exc,1111
864691135988769027,axon_fully_extended,L3b,Exc,863
864691135572576237,axon_fully_extended,L2b,Exc,392
864691136445215875,axon_fully_extended,L2a,Exc,1326
864691136195400150,axon_interareal,L2a,Exc,705
864691135464263742,axon_fully_extended,L5b,Exc,1057
864691134886404090,axon_fully_extended,L4c,Exc,932
864691136620195213,axon_fully_extended,DTC,Inh,1757
864691135763795510,axon_partially_extended,L4b,Exc,823
864691136579127060,axon_fully_extended,L5ET,Exc,611
864691136110765496,axon_fully_extended,DTC,Inh,2195
864691135890695049,axon_partially_extended,L4b,Exc,713
864691135578360837,axon_partially_extended,L4a,Exc,527
864691135517376211,axon_fully_extended,L5ET,Exc,474
864691135405138670,axon_partially_extended,L4a,Exc,704
864691135503182685,axon_fully_extended,L5ET,Exc,598
864691135569282284,axon_fully_extended,DTC,Inh,3847
864691135464714565,axon_fully_extended,L5ET,Exc,371
864691135988742147,axon_partially_extended,L4b,Exc,1183
864691135134155168,axon_interareal,L3b,Exc,453
864691135773209163,axon_partially_extended,L4b,Exc,834
864691136523288465,axon_partially_extended,L4b,Exc,411
864691136967703758,axon_partially_extended,L3b,Exc,995
864691136390183696,axon_interareal,L4b,Exc,264
864691135773208651,axon_partially_extended,L4c,Exc,882
864691136210847932,axon_partially_extended,L4b,Exc,807
864691136239460668,axon_partially_extended,L6short-a,Exc,510
864691135808982045,axon_partially_extended,PTC,Inh,6800
864691135617551721,axon_partially_extended,DTC,Inh,9990
864691136091074615,axon_partially_extended,L4a,Exc,785
864691136210848444,axon_partially_extended,L4a,Exc,773
864691135511861968,axon_partially_extended,DTC,Inh,3865
864691135342941105,axon_partially_extended,L3a,Exc,2618
864691135640544571,axon_partially_extended,L5ET,Exc,285
864691135996104618,axon_partially_extended,PTC,Inh,4024
864691135346954143,axon_partially_extended,DTC,Inh,11051
864691135801405282,axon_partially_extended,PTC,Inh,3898
864691136040742142,axon_partially_extended,PTC,Inh,5401
864691136012619939,axon_partially_extended,DTC,Inh,8250
864691135782220112,axon_partially_extended,L5ET,Exc,242
864691136311213914,axon_partially_extended,PTC,Inh,6421
864691135356428751,axon_partially_extended,PTC,Inh,5940
864691135480090822,axon_partially_extended,PTC,Inh,5462
864691135336108265,axon_partially_extended,L4b,Exc,360
864691136052876019,axon_partially_extended,DTC,Inh,1508
864691135491853159,axon_partially_extended,DTC,Inh,357
864691135464946757,axon_partially_extended,PTC,Inh,1802
864691135566168599,axon_partially_extended,L5ET,Exc,222
864691135928029652,axon_partially_extended,L5a,Exc,669
864691136210699964,axon_partially_extended,PTC,Inh,4622
864691136813553523,axon_partially_extended,PTC,Inh,2293
864691135993185985,axon_partially_extended,PTC,Inh,2188
864691136335150259,axon_fully_extended,L5ET,Exc,366
864691135014276342,axon_partially_extended,PTC,Inh,3556
864691135014601110,axon_partially_extended,DTC,Inh,2443
864691135948123745,axon_partially_extended,L5ET,Exc,308
864691135773256443,axon_partially_extended,PTC,Inh,1538
864691137055290998,axon_partially_extended,DTC,Inh,330
864691135702061947,axon_partially_extended,L6short-b,Exc,177
864691135384209131,axon_partially_extended,PTC,Inh,2381
864691135271343525,axon_partially_extended,ITC,Inh,1459
864691135276293349,axon_partially_extended,PTC,Inh,1901
864691135640484411,axon_partially_extended,PTC,Inh,5465
864691135941549825,axon_partially_extended,L6short-b,Exc,195
864691135386940245,axon_partially_extended,ITC,Inh,154
864691136913261297,axon_partially_extended,DTC,Inh,2596
864691135989149187,axon_partially_extended,L6short-a,Exc,559
864691135566089495,axon_partially_extended,ITC,Inh,338
864691135384629483,axon_partially_extended,L6short-a,Exc,683
864691136119883288,axon_partially_extended,Unknown,Unknown,13
864691135335855337,axon_partially_extended,L4b,Exc,324
864691136298063387,axon_partially_extended,L3a,Exc,1084
864691135970206821,axon_partially_extended,L4a,Exc,608
864691135502902338,axon_partially_extended,L6short-a,Exc,677
864691135594817067,axon_partially_extended,L6tall-a,Exc,225
864691136603171281,axon_partially_extended,L4b,Exc,826
864691135375590217,axon_partially_extended,L4b,Exc,788
864691136117626532,axon_partially_extended,L4b,Exc,432
864691135741659499,axon_partially_extended,L4a,Exc,541
864691135741684075,axon_partially_extended,L4a,Exc,441
864691135970497125,axon_partially_extended,L5a,Exc,380
864691136119885080,axon_partially_extended,L3b,Exc,773
864691135498992403,axon_partially_extended,L4a,Exc,153
864691135304679079,axon_partially_extended,L3b,Exc,846
864691135539491442,axon_partially_extended,L4a,Exc,911
864691135101431072,axon_partially_extended,L2a,Exc,410
864691135477670312,axon_partially_extended,L4c,Exc,1102
864691135740865684,axon_partially_extended,L4a,Exc,470
864691135928020948,axon_partially_extended,L5a,Exc,600
864691136904488114,axon_partially_extended,L5a,Exc,709
864691135927494158,axon_partially_extended,L3b,Exc,288
864691135939292981,axon_partially_extended,L4b,Exc,713
864691135209194617,axon_partially_extended,L2a,Exc,575
864691135868466710,axon_partially_extended,L4b,Exc,864
864691135408808649,axon_partially_extended,L2a,Exc,382
864691135408788169,axon_partially_extended,L4b,Exc,216
864691135511802576,axon_partially_extended,L5a,Exc,579
864691135136899865,axon_partially_extended,L5ET,Exc,277
864691135772920651,axon_partially_extended,L4c,Exc,309
864691136090632503,axon_partially_extended,L5ET,Exc,744
864691135700814114,axon_partially_extended,L6tall-a,Exc,179
864691135591854347,axon_partially_extended,L5a,Exc,284
864691135970180709,axon_partially_extended,L2b,Exc,237
864691136380266965,axon_partially_extended,L4b,Exc,610
864691135495698832,axon_partially_extended,L3a,Exc,472
864691136110256824,axon_partially_extended,L2b,Exc,276
864691136452602367,axon_partially_extended,L3b,Exc,200
864691135778414176,axon_partially_extended,L4a,Exc,733
864691135586724220,axon_partially_extended,L5a,Exc,877
864691135566155351,axon_partially_extended,L5a,Exc,170
864691135939008565,axon_partially_extended,L2c,Exc,526
864691136052626675,axon_partially_extended,L3b,Exc,356
864691135578146565,axon_partially_extended,L5a,Exc,324
864691136420279191,axon_partially_extended,L2c,Exc,260
864691135919749808,axon_partially_extended,L6tall-b,Exc,164
864691136742372956,axon_partially_extended,L6tall-b,Exc,104
864691135738266500,axon_partially_extended,L6tall-c,Exc,133
864691136090859831,axon_partially_extended,L4a,Exc,569
864691135585503864,axon_partially_extended,L6tall-c,Exc,86
864691136195537366,axon_partially_extended,L6tall-b,Exc,94
864691135763362102,axon_partially_extended,L4c,Exc,464
864691135970292837,axon_partially_extended,L6tall-c,Exc,124
864691135510267401,axon_partially_extended,L6tall-c,Exc,105
864691135970293349,axon_partially_extended,L6tall-c,Exc,160
864691136287879619,axon_partially_extended,L6tall-c,Exc,89
864691135970293605,axon_partially_extended,L6tall-a,Exc,93
864691136363161570,axon_partially_extended,L6short-b,Exc,115
864691135469807954,axon_partially_extended,L6tall-a,Exc,132
864691135763364662,axon_partially_extended,L6tall-c,Exc,88
864691135615661771,axon_partially_extended,Unknown,Unknown,17
864691135594982187,axon_partially_extended,L4b,Exc,748
864691135970442597,axon_partially_extended,L2b,Exc,201
864691135842486243,axon_partially_extended,L3a,Exc,394
864691135838916755,axon_partially_extended,L2c,Exc,348
864691135742093675,axon_partially_extended,L2a,Exc,353
864691135777521837,axon_fully_extended,L2a,Exc,726
864691135738921329,axon_partially_extended,L2a,Exc,313
864691136619850381,axon_partially_extended,L2c,Exc,540
864691135388024449,axon_partially_extended,L2c,Exc,396
864691135659152002,axon_partially_extended,L2c,Exc,471
864691135060075931,axon_partially_extended,L2b,Exc,139
864691135591727115,axon_partially_extended,L2a,Exc,141
864691135430736688,axon_partially_extended,L2a,Exc,320
864691135276504549,axon_partially_extended,L2b,Exc,283
864691135993374145,axon_partially_extended,L2b,Exc,216
864691135685661367,axon_partially_extended,L2c,Exc,393
864691137055544438,axon_partially_extended,L2c,Exc,485
864691135562209249,axon_partially_extended,L3a,Exc,453
864691135572581357,axon_partially_extended,L3a,Exc,563
864691135417307322,axon_partially_extended,L6tall-b,Exc,221
864691135939072821,axon_partially_extended,L6tall-a,Exc,360
864691135694421439,axon_partially_extended,L6short-a,Exc,346
864691135014681590,axon_partially_extended,L6short-b,Exc,373
864691136195901772,axon_partially_extended,L6tall-a,Exc,302
864691135447312274,axon_partially_extended,L4c,Exc,1231
864691135123833127,axon_partially_extended,L6tall-a,Exc,394
864691135942730612,axon_partially_extended,L6tall-c,Exc,352
864691135773240571,axon_partially_extended,L6short-b,Exc,391
864691136335213235,axon_partially_extended,L6tall-a,Exc,371
864691135591726603,axon_partially_extended,L4c,Exc,213
864691135782330192,axon_partially_extended,L6short-b,Exc,140
864691134949041148,axon_partially_extended,L6tall-c,Exc,47
864691135948150625,axon_partially_extended,L6tall-b,Exc,117
864691135133991072,axon_partially_extended,L6tall-b,Exc,44
864691135838738579,axon_partially_extended,L6tall-a,Exc,229
864691136101353333,axon_partially_extended,L4c,Exc,196
864691135866279900,axon_partially_extended,L6tall-c,Exc,220
864691136904967346,axon_partially_extended,L6tall-b,Exc,197
864691136330622186,axon_partially_extended,L5a,Exc,200
864691136596177570,axon_partially_extended,L6tall-b,Exc,154
864691135684809458,axon_partially_extended,L6tall-b,Exc,93
864691135786943684,axon_partially_extended,L6tall-a,Exc,278
864691135778889405,axon_partially_extended,L6tall-b,Exc,181
864691136926764362,axon_partially_extended,L6short-b,Exc,87
864691135919956656,axon_partially_extended,L2c,Exc,329
864691136975170332,axon_partially_extended,L2c,Exc,147
864691136052745971,axon_partially_extended,L2c,Exc,387
864691136620043149,axon_partially_extended,L2c,Exc,161
864691134918921738,axon_partially_extended,L3b,Exc,448
864691135209432185,axon_partially_extended,L3b,Exc,408
864691135375441993,axon_partially_extended,L4a,Exc,616
864691135760106830,axon_partially_extended,L4a,Exc,514
864691135465343045,axon_partially_extended,L4a,Exc,661
864691135384292843,axon_partially_extended,L4a,Exc,656
864691135939017525,axon_partially_extended,L4a,Exc,505
864691135976028015,axon_partially_extended,L6tall-b,Exc,362
864691136042515798,axon_partially_extended,L6short-b,Exc,296
864691135234582361,axon_partially_extended,L6tall-c,Exc,141
864691135059954075,axon_partially_extended,L6tall-c,Exc,117
864691135566274391,axon_partially_extended,L6tall-c,Exc,289
864691136311451226,axon_partially_extended,L6tall-a,Exc,553
864691135360300632,axon_partially_extended,L6short-a,Exc,664
864691135817195343,axon_partially_extended,L6short-a,Exc,397
864691135324437916,axon_partially_extended,L6short-a,Exc,808
864691135778465376,axon_partially_extended,L6short-b,Exc,356
864691136136287883,axon_partially_extended,L6tall-a,Exc,166
864691135211655360,axon_partially_extended,L5a,Exc,533
864691135993274305,axon_partially_extended,L6tall-b,Exc,213
864691134949095932,axon_partially_extended,L6tall-b,Exc,115
864691136484415020,axon_partially_extended,L6short-b,Exc,319
864691135763549238,axon_partially_extended,L6short-a,Exc,476
864691136603306193,axon_partially_extended,L6tall-a,Exc,409
864691135430186032,axon_partially_extended,DTC,Inh,352
864691135868415766,axon_partially_extended,L5NP,Exc,301
864691135802215266,axon_partially_extended,L6short-b,Exc,220
864691136452609023,axon_partially_extended,L5b,Exc,432
864691135491891559,axon_partially_extended,L6tall-a,Exc,107
864691135503367517,axon_partially_extended,L6tall-a,Exc,177
864691135511977680,axon_partially_extended,L3b,Exc,684
864691135510406921,axon_partially_extended,L3b,Exc,287
864691135583421549,axon_partially_extended,L3b,Exc,250
864691136618957787,axon_partially_extended,L3b,Exc,376
864691136975300636,axon_partially_extended,L4b,Exc,89
864691135468948364,axon_partially_extended,L3b,Exc,1447
864691135611141383,axon_partially_extended,L3b,Exc,958
864691135619294351,axon_partially_extended,L4a,Exc,953
864691136195526120,axon_partially_extended,L4b,Exc,838
864691136274546622,axon_partially_extended,L4b,Exc,770
864691135527555163,axon_partially_extended,L4b,Exc,487
864691135342585541,axon_partially_extended,L4b,Exc,1024
864691135977309763,axon_partially_extended,L3b,Exc,714
864691136120159768,axon_partially_extended,L4a,Exc,389
864691136138131325,axon_partially_extended,L3b,Exc,740
864691135784302899,axon_partially_extended,L4b,Exc,1017
864691135276505573,axon_partially_extended,L4a,Exc,471
864691135209369465,axon_partially_extended,L3b,Exc,1041
864691136125411622,axon_partially_extended,L4a,Exc,1420
864691135617440105,axon_partially_extended,L4c,Exc,705
864691135134052512,axon_partially_extended,L3b,Exc,459
864691135346571423,axon_partially_extended,L4c,Exc,1261
864691135386963541,axon_partially_extended,L4a,Exc,855
864691136523216017,axon_partially_extended,L4a,Exc,694
864691136025504569,axon_partially_extended,L4a,Exc,1782
864691135499231763,axon_partially_extended,L4b,Exc,555
864691135336055529,axon_partially_extended,L4a,Exc,902
864691136101464181,axon_partially_extended,L3b,Exc,764
864691135808999965,axon_partially_extended,L4b,Exc,493
864691136021936376,axon_partially_extended,L4b,Exc,112
864691135885623408,axon_partially_extended,L6tall-c,Exc,500
864691136967498702,axon_partially_extended,L4c,Exc,380
864691135342591173,axon_partially_extended,L4c,Exc,359
864691135927533070,axon_fully_extended,L6tall-b,Exc,345
864691135430749232,axon_partially_extended,L4b,Exc,638
864691136489080850,axon_partially_extended,L4b,Exc,296
864691135756319186,axon_partially_extended,L4b,Exc,999
864691135877951571,axon_partially_extended,L4b,Exc,453
864691136136383883,axon_partially_extended,L4b,Exc,442
864691135417443514,axon_partially_extended,L4b,Exc,712
864691135731889337,axon_partially_extended,L3b,Exc,1059
864691135417478842,axon_partially_extended,L3b,Exc,1004
864691135617566057,axon_partially_extended,L4b,Exc,490
864691135662059248,axon_partially_extended,L4a,Exc,676
864691135947629348,axon_partially_extended,L4b,Exc,643
864691135662059760,axon_partially_extended,L4b,Exc,429
864691135576991518,axon_partially_extended,L3b,Exc,754
864691135646147567,axon_partially_extended,L4b,Exc,694
864691135473692722,axon_fully_extended,L2a,Exc,753
864691135970210661,axon_fully_extended,L5b,Exc,1657
864691135274038801,axon_fully_extended,L3a,Exc,796
864691136967478222,axon_fully_extended,L5b,Exc,1000
864691136674783111,axon_fully_extended,L3b,Exc,906
864691135430346544,axon_fully_extended,L5a,Exc,609
864691136238090767,axon_fully_extended,L5a,Exc,393
864691135885406064,axon_fully_extended,L5b,Exc,792
864691135375633481,axon_partially_extended,PTC,Inh,6126
864691135720061233,axon_fully_extended,L5b,Exc,442
864691136107670745,axon_partially_extended,PTC,Inh,1528
864691135214246528,axon_partially_extended,DTC,Inh,759
864691135083449079,axon_partially_extended,PTC,Inh,3178
864691135480082630,axon_partially_extended,PTC,Inh,2498
864691136267785460,axon_partially_extended,L4c,Exc,555
864691136603221201,axon_partially_extended,L4a,Exc,812
864691136596107938,axon_partially_extended,L3b,Exc,490
864691136619882637,axon_partially_extended,L5a,Exc,443
864691135464787525,axon_partially_extended,L4b,Exc,338
864691135655472066,axon_partially_extended,L4b,Exc,594
864691136239013948,axon_partially_extended,L2c,Exc,501
864691136010028974,axon_partially_extended,L5a,Exc,903
864691135195769130,axon_partially_extended,L3a,Exc,564
864691136135963787,axon_partially_extended,L2c,Exc,376
864691135778187360,axon_partially_extended,L4a,Exc,638
864691135928129236,axon_partially_extended,L4a,Exc,641
864691136298045979,axon_partially_extended,L5a,Exc,732
864691135763941174,axon_partially_extended,L2a,Exc,552
864691135810982860,axon_partially_extended,L4b,Exc,1259
864691136228538961,axon_partially_extended,L4c,Exc,724
864691135066892868,axon_partially_extended,L3a,Exc,715
864691135273918993,axon_partially_extended,L3a,Exc,288
864691135763495478,axon_partially_extended,L2a,Exc,657
864691135763447862,axon_partially_extended,L6tall-b,Exc,127
864691135989998080,axon_partially_extended,L6tall-b,Exc,93
864691136488621842,axon_partially_extended,L6tall-c,Exc,331
864691136579217172,axon_partially_extended,L6tall-c,Exc,26
864691136010027182,axon_partially_extended,L5b,Exc,306
864691136228491601,axon_partially_extended,L3b,Exc,358
864691135473477426,axon_partially_extended,L3a,Exc,383
864691136674749575,axon_fully_extended,L2a,Exc,1276
864691136420507799,axon_partially_extended,L2a,Exc,313
864691135919854768,axon_partially_extended,L2a,Exc,336
864691135101307680,axon_partially_extended,L3a,Exc,468
864691135346598047,axon_partially_extended,L2b,Exc,149
864691135585494648,axon_partially_extended,L2b,Exc,188
864691135527472987,axon_partially_extended,L2c,Exc,392
864691136042486358,axon_partially_extended,L3b,Exc,222
864691135562048225,axon_partially_extended,L6tall-c,Exc,134
864691135778331232,axon_partially_extended,L6short-a,Exc,438
864691135591548171,axon_partially_extended,L6short-b,Exc,54
864691135996290474,axon_partially_extended,L4c,Exc,405
864691135476311616,axon_partially_extended,L4a,Exc,867
864691135646017007,axon_partially_extended,L4c,Exc,430
864691135546339880,axon_partially_extended,L4c,Exc,1338
864691135868435734,axon_partially_extended,L6tall-c,Exc,152
864691135214352952,axon_partially_extended,L6tall-a,Exc,135
864691135808925981,axon_partially_extended,L4a,Exc,1158
864691135280182689,axon_partially_extended,L4b,Exc,492
864691134886499066,axon_partially_extended,L4a,Exc,868
864691136085904236,axon_partially_extended,L4b,Exc,454
864691136110366904,axon_partially_extended,L4c,Exc,297
864691136010020524,axon_partially_extended,L3b,Exc,501
864691135988649219,axon_partially_extended,L4b,Exc,639
864691135741197716,axon_partially_extended,L4c,Exc,619
864691135566237527,axon_fully_extended,L2a,Exc,906
864691136010639022,axon_partially_extended,L4a,Exc,1042
864691136619939213,axon_partially_extended,L6short-b,Exc,207
864691135782265936,axon_partially_extended,L3b,Exc,566
864691135948238177,axon_partially_extended,L6tall-c,Exc,212
864691135801566306,axon_partially_extended,L2b,Exc,488
864691135702298491,axon_partially_extended,L6short-b,Exc,363
864691135890167433,axon_fully_extended,L4c,Exc,1051
864691135755308493,axon_fully_extended,L5a,Exc,434
864691136125440038,axon_partially_extended,L4b,Exc,892
864691135101289504,axon_partially_extended,PTC,Inh,6470
864691135465381701,axon_partially_extended,PTC,Inh,2801
864691135470154834,axon_partially_extended,L6short-a,Exc,1300
864691135518989962,axon_partially_extended,L2c,Exc,1077
864691136445249923,axon_partially_extended,L2c,Exc,510
864691135271081125,axon_partially_extended,L2c,Exc,611
864691134989865338,axon_partially_extended,L3a,Exc,732
864691135468854156,axon_partially_extended,L2b,Exc,489
864691136117695908,axon_partially_extended,L4b,Exc,598
864691135782265424,axon_partially_extended,L3a,Exc,535
864691135308553030,axon_partially_extended,L6short-a,Exc,456
864691135397982753,axon_partially_extended,L5a,Exc,440
864691135977162051,axon_partially_extended,L6tall-c,Exc,165
864691135339351014,axon_partially_extended,L4a,Exc,237
864691136445557123,axon_partially_extended,L4b,Exc,723
864691135476495936,axon_fully_extended,L4a,Exc,2374
864691135739082609,axon_fully_extended,L4b,Exc,896
864691135760319822,axon_fully_extended,L4b,Exc,793
864691134949248508,axon_partially_extended,L4c,Exc,1088
864691135640672571,axon_partially_extended,L4c,Exc,1090
864691135911679145,axon_partially_extended,L4c,Exc,768
864691136489147922,axon_partially_extended,L4b,Exc,640
864691136210885820,axon_partially_extended,L4b,Exc,1137
864691136010068652,axon_partially_extended,L4b,Exc,612
864691134949263100,axon_partially_extended,L4c,Exc,570
864691135360482392,axon_partially_extended,L4b,Exc,460
864691136664308446,axon_partially_extended,L4a,Exc,814
864691135585713528,axon_partially_extended,L4a,Exc,910
864691136176785158,axon_partially_extended,L4c,Exc,466
864691134941824611,axon_partially_extended,L4a,Exc,401
864691135324623260,axon_partially_extended,L5b,Exc,1075
864691135339600102,axon_partially_extended,L4a,Exc,633
864691135970653797,axon_partially_extended,L4b,Exc,739
864691134966114591,axon_partially_extended,L4b,Exc,549
864691135662070512,axon_partially_extended,L4b,Exc,1014
864691135817206095,axon_partially_extended,L4b,Exc,768
864691136664127454,axon_partially_extended,L4a,Exc,973
864691135890948233,axon_partially_extended,L4c,Exc,933
864691135396115189,axon_partially_extended,L6short-a,Exc,478
864691135955477512,axon_partially_extended,L6tall-a,Exc,472
864691135465571653,axon_partially_extended,L6short-a,Exc,905
864691135388545921,axon_partially_extended,L6short-b,Exc,199
864691135742365803,axon_partially_extended,L6short-a,Exc,556
864691135465583685,axon_partially_extended,L6short-b,Exc,289
864691135384344043,axon_partially_extended,L4a,Exc,523
864691137021382510,axon_fully_extended,L2b,Exc,286
864691135368949241,axon_partially_extended,L3b,Exc,689
864691135395833333,axon_partially_extended,ITC,Inh,221
864691135067270468,axon_partially_extended,PTC,Inh,4143
864691135970572133,axon_partially_extended,PTC,Inh,2099
