pt_root_id,strategy_axon,cell_type,in_column,curr_num_syn,prev_num_syn,shared_syns
864691136298139675,axon_partially_extended,L6short-b,True,188.0,188.0,187.0
864691134919019274,axon_partially_extended,L4b,True,245.0,245.0,245.0
864691136274635966,axon_partially_extended,DTC,True,3330.0,3316.0,3312.0
864691136067205016,axon_partially_extended,L5ET,True,184.0,184.0,184.0
864691136523335057,axon_partially_extended,L4a,False,590.0,590.0,588.0
864691137198748225,axon_partially_extended,L2b,True,93.0,93.0,93.0
864691136025329721,axon_partially_extended,L3b,True,283.0,283.0,283.0
864691136725032701,axon_partially_extended,L3b,True,355.0,355.0,354.0
864691135503163202,axon_partially_extended,L4a,False,1050.0,1050.0,1050.0
864691135640297787,axon_partially_extended,L3b,True,297.0,297.0,296.0
864691135688874976,axon_partially_extended,L3b,True,376.0,377.0,375.0
864691136724994301,axon_partially_extended,L3a,True,466.0,466.0,466.0
864691136136766589,axon_interareal,L3a,False,93.0,93.0,93.0
864691135561597409,axon_partially_extended,L3a,False,296.0,296.0,296.0
864691136620069517,axon_partially_extended,L4b,True,325.0,325.0,325.0
864691135778544480,axon_partially_extended,DTC,False,121.0,121.0,121.0
864691135519106442,axon_partially_extended,L3a,False,293.0,293.0,293.0
864691135782259280,axon_partially_extended,L6tall-b,True,145.0,145.0,145.0
864691136120159768,axon_partially_extended,L4a,False,389.0,389.0,389.0
864691135874915982,axon_partially_extended,L4b,True,778.0,778.0,777.0
864691136905560754,axon_partially_extended,L5ET,True,820.0,841.0,818.0
864691135990134784,axon_partially_extended,L3b,True,294.0,294.0,294.0
864691134886037498,axon_fully_extended,PTC,False,8797.0,8797.0,8797.0
864691136437698206,axon_partially_extended,L3b,True,243.0,243.0,243.0
864691136101353333,axon_partially_extended,L4c,True,196.0,196.0,196.0
864691135233242713,axon_interareal,L5a,False,657.0,657.0,657.0
864691136136621707,axon_partially_extended,L2c,True,171.0,171.0,171.0
864691135183251970,axon_partially_extended,L2c,True,240.0,240.0,239.0
864691137055253878,axon_partially_extended,L6short-b,True,195.0,195.0,193.0
864691136238998588,axon_partially_extended,L2b,True,152.0,152.0,151.0
864691135719900721,axon_partially_extended,L4a,True,693.0,693.0,691.0
864691135566168599,axon_partially_extended,L5ET,True,222.0,222.0,222.0
864691136195767116,axon_partially_extended,L2b,True,134.0,134.0,134.0
864691136313301565,axon_partially_extended,L4c,True,509.0,509.0,508.0
864691135273851665,axon_partially_extended,L2b,True,113.0,113.0,113.0
864691136953413599,axon_partially_extended,L4a,False,1029.0,1029.0,1029.0
864691135839499155,axon_partially_extended,L6tall-a,True,152.0,152.0,151.0
864691134966025503,axon_partially_extended,L4b,True,311.0,311.0,310.0
864691135356708303,axon_partially_extended,L5ET,True,827.0,827.0,827.0
864691135801372514,axon_partially_extended,L2c,True,344.0,344.0,343.0
864691136052637171,axon_partially_extended,L4a,True,764.0,764.0,764.0
864691135465034821,axon_partially_extended,L4b,True,245.0,245.0,245.0
864691135867745157,axon_partially_extended,L4b,True,324.0,324.0,322.0
864691136195889622,axon_fully_extended,L2c,True,1618.0,1641.0,1617.0
864691135196035882,axon_partially_extended,DTC,True,780.0,780.0,774.0
864691135479404742,axon_interareal,L5NP,False,1171.0,1171.0,1171.0
864691135763491126,axon_partially_extended,L6tall-a,True,243.0,243.0,242.0
864691136905203378,axon_partially_extended,L4b,False,467.0,467.0,466.0
864691135491891559,axon_partially_extended,L6tall-a,True,107.0,107.0,107.0
864691135585564280,axon_partially_extended,L4a,True,471.0,471.0,471.0
864691135503004765,axon_partially_extended,ITC,True,512.0,512.0,512.0
864691135336055529,axon_partially_extended,L4a,False,902.0,902.0,902.0
864691135502885954,axon_partially_extended,L2a,True,293.0,293.0,292.0
864691135955104520,axon_partially_extended,L5b,False,512.0,512.0,512.0
864691135698820373,axon_partially_extended,L6tall-a,True,205.0,205.0,205.0
864691135916843366,axon_partially_extended,L4a,True,714.0,714.0,712.0
864691135388828033,axon_partially_extended,L6short-a,True,271.0,327.0,268.0
864691135787154372,axon_partially_extended,L2b,True,136.0,134.0,134.0
864691135988649219,axon_partially_extended,L4b,True,639.0,639.0,637.0
864691136523081105,axon_partially_extended,L4b,True,579.0,579.0,578.0
864691135582973549,axon_partially_extended,L4b,False,1198.0,1198.0,1196.0
864691135741619051,axon_partially_extended,L4c,False,403.0,403.0,402.0
864691135572576237,axon_fully_extended,L2b,True,392.0,392.0,391.0
864691135645874159,axon_partially_extended,L2c,True,503.0,503.0,503.0
864691135511861968,axon_partially_extended,DTC,True,3865.0,3865.0,3862.0
864691136664308446,axon_partially_extended,L4a,True,814.0,814.0,812.0
864691136067404440,axon_partially_extended,PTC,False,9635.0,9637.0,9635.0
864691135234901849,axon_partially_extended,L4b,False,295.0,313.0,290.0
864691135234582361,axon_partially_extended,L6tall-c,True,141.0,141.0,139.0
864691136488621842,axon_partially_extended,L6tall-c,True,331.0,331.0,330.0
864691136579091988,axon_partially_extended,L2c,True,195.0,195.0,195.0
864691136330122730,axon_fully_extended,L5b,True,373.0,373.0,373.0
864691135497743635,axon_interareal,L3a,False,996.0,996.0,996.0
864691135809568029,axon_partially_extended,L4b,False,615.0,569.0,523.0
864691135375361480,axon_partially_extended,L6tall-a,False,726.0,746.0,725.0
864691135503836253,axon_partially_extended,L4a,False,1125.0,1173.0,1120.0
864691135417307322,axon_partially_extended,L6tall-b,True,221.0,221.0,220.0
864691135684809458,axon_partially_extended,L6tall-b,True,93.0,93.0,91.0
864691136489080850,axon_partially_extended,L4b,False,296.0,296.0,296.0
864691135479592902,axon_partially_extended,L2b,True,323.0,323.0,323.0
864691136967128270,axon_partially_extended,L3a,True,236.0,236.0,236.0
864691135890167433,axon_fully_extended,L4c,True,1051.0,1051.0,1049.0
864691136603342033,axon_partially_extended,L4b,True,280.0,280.0,278.0
864691135118298333,axon_fully_extended,DTC,False,2797.0,2797.0,2795.0
864691135701557115,axon_partially_extended,L5ET,True,3488.0,3488.0,3481.0
864691135773460043,axon_partially_extended,L3a,True,305.0,305.0,305.0
864691135503287618,axon_partially_extended,L3b,True,1225.0,1218.0,1218.0
864691136814025587,axon_partially_extended,PTC,False,2631.0,2633.0,2630.0
864691135477448360,axon_partially_extended,L6short-a,True,221.0,221.0,221.0
864691136619850381,axon_partially_extended,L2c,True,540.0,540.0,540.0
864691136238029583,axon_partially_extended,L4a,True,394.0,394.0,394.0
864691134949350652,axon_partially_extended,L3b,True,418.0,418.0,418.0
864691136445062787,axon_partially_extended,L4b,False,920.0,920.0,920.0
864691135585503864,axon_partially_extended,L6tall-c,True,86.0,86.0,86.0
864691136228723281,axon_partially_extended,L5NP,True,132.0,132.0,132.0
864691135539591282,axon_partially_extended,L6short-b,True,153.0,153.0,153.0
864691135503350082,axon_partially_extended,L6tall-a,True,168.0,168.0,166.0
864691134886404090,axon_fully_extended,L4c,True,932.0,932.0,932.0
864691135700814114,axon_partially_extended,L6tall-a,False,179.0,179.0,179.0
864691134949237756,axon_partially_extended,L4b,True,284.0,284.0,284.0
864691135276132325,axon_partially_extended,L3a,True,296.0,296.0,295.0
864691136138131325,axon_partially_extended,L3b,False,740.0,740.0,740.0
864691135465503813,axon_partially_extended,L5ET,True,303.0,303.0,303.0
864691135772764411,axon_interareal,L3a,False,107.0,107.0,107.0
864691135938816260,axon_partially_extended,L3a,True,264.0,264.0,264.0
864691137054934902,axon_partially_extended,L4c,False,144.0,144.0,144.0
864691135808925981,axon_partially_extended,L4a,False,1158.0,1158.0,1158.0
864691136006519498,axon_partially_extended,L4b,True,686.0,609.0,610.0
864691134887026938,axon_partially_extended,L4a,False,767.0,767.0,767.0
864691135919854768,axon_partially_extended,L2a,True,336.0,336.0,336.0
864691135970263141,axon_partially_extended,L2b,True,219.0,219.0,219.0
864691135465113157,axon_partially_extended,L4b,True,365.0,365.0,365.0
864691135741965931,axon_partially_extended,L4b,False,401.0,401.0,400.0
864691135763593014,axon_partially_extended,L3b,True,143.0,143.0,142.0
864691135742093675,axon_partially_extended,L2a,True,353.0,353.0,352.0
864691135183646466,axon_partially_extended,L6tall-c,True,416.0,417.0,413.0
864691135469060236,axon_partially_extended,L2c,True,447.0,447.0,446.0
864691135927648212,axon_interareal,L2c,False,56.0,56.0,56.0
864691136134678667,axon_interareal,L6tall-a,False,192.0,192.0,192.0
864691135136325657,axon_partially_extended,L3a,True,248.0,248.0,248.0
864691135948010081,axon_partially_extended,L6tall-c,True,192.0,192.0,191.0
864691135993274305,axon_partially_extended,L6tall-b,True,213.0,213.0,213.0
864691136275031565,axon_interareal,L5a,False,334.0,334.0,334.0
864691135694421439,axon_partially_extended,L6short-a,True,346.0,346.0,346.0
864691135546666792,axon_partially_extended,L2b,True,232.0,232.0,232.0
864691135279452833,axon_fully_extended,DTC,True,1208.0,1208.0,1203.0
864691136012619939,axon_partially_extended,DTC,True,8250.0,8250.0,8238.0
864691137055405174,axon_partially_extended,L4b,False,1159.0,1159.0,1159.0
864691135948150625,axon_partially_extended,L6tall-b,True,117.0,117.0,117.0
864691135760106830,axon_partially_extended,L4a,True,514.0,514.0,512.0
864691136125099814,axon_partially_extended,L3b,True,217.0,217.0,216.0
864691135946676260,axon_interareal,L3a,False,168.0,168.0,168.0
864691135304694183,axon_partially_extended,L2c,True,221.0,221.0,220.0
864691135584019053,axon_partially_extended,DTC,True,5093.0,5018.0,5055.0
864691135271405733,axon_partially_extended,L4c,True,304.0,304.0,304.0
864691136309871706,axon_interareal,L2c,False,930.0,930.0,930.0
864691135866357630,axon_partially_extended,PTC,True,3922.0,3925.0,3916.0
864691135809608652,axon_interareal,L5ET,False,663.0,663.0,663.0
864691136372047496,axon_partially_extended,L4b,False,309.0,309.0,309.0
864691135527555163,axon_partially_extended,L4b,False,487.0,487.0,487.0
864691136106958809,axon_partially_extended,L2a,True,292.0,292.0,291.0
864691135890695049,axon_partially_extended,L4b,False,713.0,713.0,713.0
864691135279848865,axon_partially_extended,L6tall-a,True,209.0,209.0,207.0
864691135395971573,axon_partially_extended,L4a,True,601.0,601.0,600.0
864691135455123562,axon_interareal,L3a,False,136.0,136.0,136.0
864691135465130309,axon_partially_extended,L4a,False,633.0,633.0,632.0
864691135919645872,axon_interareal,L5a,False,530.0,530.0,530.0
864691136042462038,axon_partially_extended,L3a,True,384.0,384.0,384.0
864691135572654885,axon_partially_extended,L2c,True,526.0,526.0,523.0
864691136487168530,axon_partially_extended,L5ET,True,2272.0,2272.0,2268.0
864691135817206095,axon_partially_extended,L4b,False,768.0,768.0,767.0
864691135275621605,axon_partially_extended,L3b,False,525.0,525.0,524.0
864691136137834877,axon_interareal,L2a,False,1873.0,1873.0,1873.0
864691135784109363,axon_partially_extended,L4b,True,327.0,327.0,325.0
864691135838738579,axon_partially_extended,L6tall-a,True,229.0,229.0,229.0
864691136124845606,axon_interareal,L3a,False,70.0,70.0,70.0
864691135397846049,axon_partially_extended,L2a,False,416.0,416.0,415.0
864691137198382657,axon_partially_extended,L2c,False,345.0,345.0,345.0
864691135786943684,axon_partially_extended,L6tall-a,True,278.0,278.0,278.0
864691136424428079,axon_partially_extended,L4b,True,304.0,304.0,302.0
864691135408808649,axon_partially_extended,L2a,False,382.0,382.0,382.0
864691135387753601,axon_partially_extended,L6tall-a,True,720.0,720.0,720.0
864691136052101363,axon_partially_extended,PTC,True,987.0,987.0,987.0
864691135655390658,axon_fully_extended,L2a,True,371.0,371.0,370.0
864691135955262472,axon_partially_extended,L4c,True,519.0,519.0,518.0
864691135866576604,axon_partially_extended,L3b,True,485.0,485.0,484.0
864691135646017007,axon_partially_extended,L4c,True,430.0,430.0,427.0
864691135778187360,axon_partially_extended,L4a,False,638.0,638.0,638.0
864691135473540914,axon_partially_extended,L4c,True,528.0,528.0,528.0
864691135346685855,axon_partially_extended,L4b,False,590.0,590.0,590.0
